Company Name|Company Address|Customer|Customer Name|Customer Address|Project|Invoice|Invoice Date|Currency|Statement Date|Invoice Outstanding Amount|Bucket|Day
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project : C263 M LUNA|1006233|6-30-2021|MYR|4-30-2021 11:59 PM|39,334.50|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006234|6-30-2021|MYR|4-30-2021 11:59 PM|6,431.00|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006238|6-30-2021|MYR|4-30-2021 11:59 PM|12,398.32|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006239|6-30-2021|MYR|4-30-2021 11:59 PM|8,541.88|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006240|6-30-2021|MYR|4-30-2021 11:59 PM|11,053.50|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006242|6-30-2021|MYR|4-30-2021 11:59 PM|915.92|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006243|6-30-2021|MYR|4-30-2021 11:59 PM|457.96|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006244|6-30-2021|MYR|4-30-2021 11:59 PM|228.98|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project : C263 M LUNA|1006246|4-30-2021|MYR|4-30-2021 11:59 PM|83,810.70|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006248|4-30-2021|MYR|4-30-2021 11:59 PM|106,555.90|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006272|4-30-2021|MYR|4-30-2021 11:59 PM|69,422.30|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006273|4-30-2021|MYR|4-30-2021 11:59 PM|14,223.09|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006275|6-30-2021|MYR|4-30-2021 11:59 PM|39,850.80|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006307|6-30-2021|MYR|4-30-2021 11:59 PM|39,585.00|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006308|6-30-2021|MYR|4-30-2021 11:59 PM|12,126.00|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006309|6-30-2021|MYR|4-30-2021 11:59 PM|10,275.96|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006310|6-30-2021|MYR|4-30-2021 11:59 PM|13,950.44|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project : C263 M LUNA|1006316|4-30-2021|MYR|4-30-2021 11:59 PM|85,035.10|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C261 MADORA, SETAPAK|1006333|4-30-2021|MYR|4-30-2021 11:59 PM|28,132.50|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project : C263 M LUNA|1006335|4-30-2021|MYR|4-30-2021 11:59 PM|84,004.30|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006344|6-30-2021|MYR|4-30-2021 11:59 PM|57,657.50|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006349|4-30-2021|MYR|4-30-2021 11:59 PM|108,682.10|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project : C263 M LUNA|1006350|4-30-2021|MYR|4-30-2021 11:59 PM|83,168.50|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C261 MADORA, SETAPAK|1006351|4-30-2021|MYR|4-30-2021 11:59 PM|137,640.00|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006373|6-30-2021|MYR|4-30-2021 11:59 PM|22,580.48|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006374|6-30-2021|MYR|4-30-2021 11:59 PM|23,107.68|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006375|6-30-2021|MYR|4-30-2021 11:59 PM|15,961.93|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006376|6-30-2021|MYR|4-30-2021 11:59 PM|915.55|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006377|6-30-2021|MYR|4-30-2021 11:59 PM|457.78|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project : C263 M LUNA|1006383|4-30-2021|MYR|4-30-2021 11:59 PM|2,997.00|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006384|4-30-2021|MYR|4-30-2021 11:59 PM|111,361.20|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project : C263 M LUNA|1006402|4-30-2021|MYR|4-30-2021 11:59 PM|10,642.34|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project : C263 M LUNA|1006403|4-30-2021|MYR|4-30-2021 11:59 PM|760.95|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project : C263 M LUNA|1006404|4-30-2021|MYR|4-30-2021 11:59 PM|60,663.00|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project : C263 M LUNA|1006415|4-30-2021|MYR|4-30-2021 11:59 PM|65,020.32|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project : C263 M LUNA|1006416|4-30-2021|MYR|4-30-2021 11:59 PM|39,624.85|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C261 MADORA, SETAPAK|1006427|4-30-2021|MYR|4-30-2021 11:59 PM|138,638.00|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project : C263 M LUNA|1006428|4-30-2021|MYR|4-30-2021 11:59 PM|60,502.34|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project : C263 M LUNA|1006429|4-30-2021|MYR|4-30-2021 11:59 PM|24,903.09|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006431|6-30-2021|MYR|4-30-2021 11:59 PM|16,598.40|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project : C263 M LUNA|1006432|4-30-2021|MYR|4-30-2021 11:59 PM|63,097.83|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006433|4-30-2021|MYR|4-30-2021 11:59 PM|69,422.30|Bucket 1|0
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C257 MCENTURA PH1|1006435|6-30-2021|MYR|4-30-2021 11:59 PM|30,145.50|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006436|6-30-2021|MYR|4-30-2021 11:59 PM|11,117.47|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006437|6-30-2021|MYR|4-30-2021 11:59 PM|10,275.96|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006438|6-30-2021|MYR|4-30-2021 11:59 PM|12,941.91|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006439|6-30-2021|MYR|4-30-2021 11:59 PM|11,117.47|Bucket 1|-61
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|CN21007|3-12-2021|MYR|4-30-2021 11:59 PM|-11,117.47|Bucket 3|49
MAKIN JUTA SDN BHD|1816, Jalan KPB 1,|AR-P058|PEMBINAAN BINTANG BARU SDN BHD|"PEMBINAAN BINTANG BARU SDN BHD
NO. 2-1, JALAN 4/62A,
BANDAR MENJALARA,
52200 KUALA LUMPUR"|Project: C258 MVERTICA PH2|1006440|6-30-2021|MYR|4-30-2021 11:59 PM|10,275.96|Bucket 1|-61
